"Gene > GO Annotation > Ontology Term . Name","Gene > Systematic Name","Gene > GO Annotation > Ontology Term . Namespace"
"proteasome core complex assembly","YPR103W","biological_process"
"proteasome core complex, beta-subunit complex","YBL041W","cellular_component"
"proteasome core complex, beta-subunit complex","YER012W","cellular_component"
"proteasome core complex, beta-subunit complex","YER094C","cellular_component"
"proteasome core complex, beta-subunit complex","YFR050C","cellular_component"
"proteasome core complex, beta-subunit complex","YOR157C","cellular_component"
"proteasome core complex, beta-subunit complex","YPR103W","cellular_component"
"proteasome localization","YIR011C","biological_process"
"proteasome localization","YNL189W","biological_process"
"proteasome-mediated ubiquitin-dependent protein catabolic process","YBL041W","biological_process"
"proteasome-mediated ubiquitin-dependent protein catabolic process","YBL058W","biological_process"
"proteasome-mediated ubiquitin-dependent protein catabolic process","YBR058C","biological_process"
"proteasome-mediated ubiquitin-dependent protein catabolic process","YBR105C","biological_process"
"proteasome-mediated ubiquitin-dependent protein catabolic process","YBR170C","biological_process"
"proteasome-mediated ubiquitin-dependent protein catabolic process","YCL039W","biological_process"
"proteasome-mediated ubiquitin-dependent protein catabolic process","YDL126C","biological_process"
"proteasome-mediated ubiquitin-dependent protein catabolic process","YDR330W","biological_process"
"proteasome-mediated ubiquitin-dependent protein catabolic process","YEL037C","biological_process"
"proteasome-mediated ubiquitin-dependent protein catabolic process","YER012W","biological_process"
"proteasome-mediated ubiquitin-dependent protein catabolic process","YER094C","biological_process"
"proteasome-mediated ubiquitin-dependent protein catabolic process","YER125W","biological_process"
"proteasome-mediated ubiquitin-dependent protein catabolic process","YER162C","biological_process"
"proteasome-mediated ubiquitin-dependent protein catabolic process","YFR004W","biological_process"
"proteasome-mediated ubiquitin-dependent protein catabolic process","YFR050C","biological_process"
"proteasome-mediated ubiquitin-dependent protein catabolic process","YGL011C","biological_process"
"proteasome-mediated ubiquitin-dependent protein catabolic process","YGL048C","biological_process"
"proteasome-mediated ubiquitin-dependent protein catabolic process","YGL227W","biological_process"
"proteasome-mediated ubiquitin-dependent protein catabolic process","YGR048W","biological_process"
"proteasome-mediated ubiquitin-dependent protein catabolic process","YGR135W","biological_process"
"proteasome-mediated ubiquitin-dependent protein catabolic process","YGR253C","biological_process"
"proteasome-mediated ubiquitin-dependent protein catabolic process","YIL017C","biological_process"
"proteasome-mediated ubiquitin-dependent protein catabolic process","YIL097W","biological_process"
"proteasome-mediated ubiquitin-dependent protein catabolic process","YML013W","biological_process"
"proteasome-mediated ubiquitin-dependent protein catabolic process","YML092C","biological_process"
"proteasome-mediated ubiquitin-dependent protein catabolic process","YMR135C","biological_process"
"proteasome-mediated ubiquitin-dependent protein catabolic process","YMR314W","biological_process"
"proteasome-mediated ubiquitin-dependent protein catabolic process","YOL038W","biological_process"
"proteasome-mediated ubiquitin-dependent protein catabolic process","YOR157C","biological_process"
"proteasome-mediated ubiquitin-dependent protein catabolic process","YOR257W","biological_process"
"proteasome-mediated ubiquitin-dependent protein catabolic process","YOR362C","biological_process"
"proteasome-mediated ubiquitin-dependent protein catabolic process","YPR103W","biological_process"
"proteasome regulatory particle","YFR010W","cellular_component"
"proteasome regulatory particle","YFR052W","cellular_component"
"proteasome regulatory particle","YGR232W","cellular_component"
"proteasome regulatory particle assembly","YBR272C","biological_process"
"proteasome regulatory particle assembly","YDL007W","biological_process"
"proteasome regulatory particle assembly","YDL110C","biological_process"
"proteasome regulatory particle assembly","YDR394W","biological_process"
"proteasome regulatory particle assembly","YGL004C","biological_process"
"proteasome regulatory particle assembly","YGL048C","biological_process"
"proteasome regulatory particle assembly","YGR232W","biological_process"
"proteasome regulatory particle assembly","YIL007C","biological_process"
"proteasome regulatory particle assembly","YKL145W","biological_process"
"proteasome regulatory particle assembly","YOR117W","biological_process"
"proteasome regulatory particle assembly","YOR259C","biological_process"
"proteasome regulatory particle, base subcomplex","YBR272C","cellular_component"
"proteasome regulatory particle, base subcomplex","YDL007W","cellular_component"
"proteasome regulatory particle, base subcomplex","YDR394W","cellular_component"
"proteasome regulatory particle, base subcomplex","YGL048C","cellular_component"
"proteasome regulatory particle, base subcomplex","YGR184C","cellular_component"
"proteasome regulatory particle, base subcomplex","YHR027C","cellular_component"
"proteasome regulatory particle, base subcomplex","YHR200W","cellular_component"
"proteasome regulatory particle, base subcomplex","YIL075C","cellular_component"
"proteasome regulatory particle, base subcomplex","YKL145W","cellular_component"
"proteasome regulatory particle, base subcomplex","YOR117W","cellular_component"
"proteasome regulatory particle, base subcomplex","YOR259C","cellular_component"
"proteasome regulatory particle, lid subcomplex","YDL097C","cellular_component"
"proteasome regulatory particle, lid subcomplex","YDL147W","cellular_component"
"proteasome regulatory particle, lid subcomplex","YDR427W","cellular_component"
"proteasome regulatory particle, lid subcomplex","YER021W","cellular_component"
"proteasome regulatory particle, lid subcomplex","YFR004W","cellular_component"
"proteasome regulatory particle, lid subcomplex","YFR052W","cellular_component"
"proteasome regulatory particle, lid subcomplex","YLR421C","cellular_component"
"proteasome regulatory particle, lid subcomplex","YOR261C","cellular_component"
"proteasome regulatory particle, lid subcomplex","YPR108W","cellular_component"
"proteasome storage granule","YBL041W","cellular_component"
"proteasome storage granule","YDL097C","cellular_component"
"proteasome storage granule","YDL147W","cellular_component"
"proteasome storage granule","YDR427W","cellular_component"
"proteasome storage granule","YER012W","cellular_component"
"proteasome storage granule","YER094C","cellular_component"
"proteasome storage granule","YFR004W","cellular_component"
"proteasome storage granule","YFR050C","cellular_component"
"proteasome storage granule","YFR052W","cellular_component"
"proteasome storage granule","YGL011C","cellular_component"
"proteasome storage granule","YGL048C","cellular_component"
"proteasome storage granule","YGR135W","cellular_component"
"proteasome storage granule","YGR253C","cellular_component"
"proteasome storage granule","YHR027C","cellular_component"
"proteasome storage granule","YIL075C","cellular_component"
"proteasome storage granule","YLR421C","cellular_component"
"proteasome storage granule","YML092C","cellular_component"
"proteasome storage granule","YMR314W","cellular_component"
"proteasome storage granule","YOL038W","cellular_component"
"proteasome storage granule","YOR157C","cellular_component"
"proteasome storage granule","YOR261C","cellular_component"
"proteasome storage granule","YOR362C","cellular_component"
"proteasome storage granule","YPR103W","cellular_component"
"proteasome storage granule assembly","YBR127C","biological_process"
"proteasome storage granule assembly","YFR004W","biological_process"
"proteasome storage granule assembly","YGL008C","biological_process"
"protection from non-homologous end joining at telomere","YNL216W","biological_process"
"protein adenylyltransferase activity","YHR111W","molecular_function"
"protein anchor","YAL002W","molecular_function"
"protein anchor","YBR070C","molecular_function"
"protein anchor","YCL063W","molecular_function"
"protein anchor","YEL013W","molecular_function"
"protein anchor","YER083C","molecular_function"
"protein anchor","YGL020C","molecular_function"
"protein anchor","YMR129W","molecular_function"
"protein anchor","YMR163C","molecular_function"
"protein anchor","YOL044W","molecular_function"
"protein-arginine N5-methyltransferase activity","YDR465C","molecular_function"
"protein-arginine N-methyltransferase activity","YDR465C","molecular_function"
"protein-arginine omega-N asymmetric methyltransferase activity","YBR034C","molecular_function"
"protein-arginine omega-N monomethyltransferase activity","YBR034C","molecular_function"
"protein-arginine omega-N monomethyltransferase activity","YBR133C","molecular_function"
"protein-arginine omega-N symmetric methyltransferase activity","YBR133C","molecular_function"
"protein arginylation","YGL017W","biological_process"
"protein autophosphorylation","YDL028C","biological_process"
"protein autophosphorylation","YDR122W","biological_process"
"protein autophosphorylation","YDR283C","biological_process"
"protein autophosphorylation","YDR507C","biological_process"
"protein autophosphorylation","YIL147C","biological_process"
"protein autophosphorylation","YKL048C","biological_process"
"protein autophosphorylation","YKL101W","biological_process"
"protein autophosphorylation","YKL126W","biological_process"
"protein autophosphorylation","YLL019C","biological_process"
"protein autophosphorylation","YLR096W","biological_process"
"protein autophosphorylation","YNR031C","biological_process"
"protein autophosphorylation","YNR047W","biological_process"
"protein autophosphorylation","YOR119C","biological_process"
"protein autoprocessing","YNL169C","biological_process"
"protein autoubiquitination","YDR054C","biological_process"
"protein autoubiquitination","YER125W","biological_process"
"protein autoubiquitination","YHR115C","biological_process"
"protein autoubiquitination","YIR025W","biological_process"
"protein autoubiquitination","YNL116W","biological_process"
"protein binding","YAL035W","molecular_function"
"protein binding","YAL058W","molecular_function"
"protein binding","YBR057C","molecular_function"
"protein binding","YBR109C","molecular_function"
"protein binding","YBR158W","molecular_function"
"protein binding","YBR290W","molecular_function"
"protein binding","YCL043C","molecular_function"
"protein binding","YDL059C","molecular_function"
"protein binding","YDL065C","molecular_function"
"protein binding","YDL160C","molecular_function"
"protein binding","YDR159W","molecular_function"
"protein binding","YDR328C","molecular_function"
"protein binding","YDR329C","molecular_function"
"protein binding","YDR335W","molecular_function"
"protein binding","YDR484W","molecular_function"
"protein binding","YDR518W","molecular_function"
"protein binding","YER017C","molecular_function"
"protein binding","YER025W","molecular_function"
"protein binding","YER093C","molecular_function"
"protein binding","YGL049C","molecular_function"
"protein binding","YGR188C","molecular_function"
"protein binding","YGR211W","molecular_function"
"protein binding","YGR239C","molecular_function"
"protein binding","YHR102W","molecular_function"
"protein binding","YHR156C","molecular_function"
"protein binding","YHR195W","molecular_function"
"protein binding","YIL005W","molecular_function"
"protein binding","YIL150C","molecular_function"
"protein binding","YJL090C","molecular_function"
"protein binding","YJL194W","molecular_function"
"protein binding","YJR125C","molecular_function"
"protein binding","YKL186C","molecular_function"
"protein binding","YKR020W","molecular_function"
"protein binding","YLR025W","molecular_function"
"protein binding","YLR095C","molecular_function"
"protein binding","YLR119W","molecular_function"
"protein binding","YLR332W","molecular_function"
"protein binding","YML001W","molecular_function"
"protein binding","YML064C","molecular_function"
"protein binding","YMR026C","molecular_function"
"protein binding","YMR077C","molecular_function"
"protein binding","YMR089C","molecular_function"
"protein binding","YMR192W","molecular_function"
"protein binding","YNL006W","molecular_function"
"protein binding","YNL188W","molecular_function"
"protein binding","YNL214W","molecular_function"
"protein binding","YNL233W","molecular_function"
"protein binding","YOL002C","molecular_function"
"protein binding","YOL062C","molecular_function"
"protein binding","YOR138C","molecular_function"
"protein binding","YOR229W","molecular_function"
"protein binding","YOR230W","molecular_function"
"protein binding","YOR257W","molecular_function"
"protein binding","YOR288C","molecular_function"
"protein binding","YPL169C","molecular_function"
"protein binding","YPL195W","molecular_function"
"protein binding","YPR041W","molecular_function"
"protein binding, bridging","YBL007C","molecular_function"
"protein binding, bridging","YDL110C","molecular_function"
"protein binding, bridging","YDL132W","molecular_function"
"protein binding, bridging","YDL175C","molecular_function"
"protein binding, bridging","YDL232W","molecular_function"
"protein binding, bridging","YDR173C","molecular_function"
"protein binding, bridging","YDR244W","molecular_function"
"protein binding, bridging","YDR329C","molecular_function"
"protein binding, bridging","YDR369C","molecular_function"
"protein binding, bridging","YEL037C","molecular_function"
"protein binding, bridging","YER044C","molecular_function"
"protein binding, bridging","YGL153W","molecular_function"
"protein binding, bridging","YGL223C","molecular_function"
"protein binding, bridging","YGR077C","molecular_function"
"protein binding, bridging","YHR027C","molecular_function"
"protein binding, bridging","YHR052W","molecular_function"
"protein binding, bridging","YIL022W","molecular_function"
"protein binding, bridging","YIL075C","molecular_function"
"protein binding, bridging","YIR006C","molecular_function"
"protein binding, bridging","YJL084C","molecular_function"
"protein binding, bridging","YJL149W","molecular_function"
"protein binding, bridging","YJR093C","molecular_function"
"protein binding, bridging","YLR097C","molecular_function"
"protein binding, bridging","YLR148W","molecular_function"
"protein binding, bridging","YLR191W","molecular_function"
"protein binding, bridging","YLR386W","molecular_function"
"protein binding, bridging","YLR429W","molecular_function"
"protein binding, bridging","YML013W","molecular_function"
"protein binding, bridging","YML088W","molecular_function"
"protein binding, bridging","YMR204C","molecular_function"
"protein binding, bridging","YMR276W","molecular_function"
"protein binding, bridging","YNL084C","molecular_function"
"protein binding, bridging","YNL243W","molecular_function"
"protein binding, bridging","YNL311C","molecular_function"
"protein binding, bridging","YOL082W","molecular_function"
"protein binding, bridging","YOL133W","molecular_function"
"protein binding, bridging","YOR042W","molecular_function"
"protein binding, bridging","YOR057W","molecular_function"
"protein binding, bridging","YOR076C","molecular_function"
"protein binding, bridging","YOR279C","molecular_function"
"protein binding, bridging","YOR367W","molecular_function"
"protein binding, bridging","YPR171W","molecular_function"
"protein biotinylation","YDL141W","biological_process"
"protein catabolic process","YBL022C","biological_process"
"protein catabolic process","YDL007W","biological_process"
"protein catabolic process","YDR394W","biological_process"
"protein catabolic process","YGL048C","biological_process"
"protein catabolic process","YGR184C","biological_process"
"protein catabolic process","YHR052W","biological_process"
"protein catabolic process","YJR062C","biological_process"
"protein catabolic process","YKL145W","biological_process"
"protein catabolic process","YNL045W","biological_process"
"protein catabolic process","YNL123W","biological_process"
"protein catabolic process","YOR003W","biological_process"
"protein catabolic process","YOR117W","biological_process"
"protein catabolic process","YOR259C","biological_process"
"protein catabolic process in the vacuole","YBR105C","biological_process"
"protein catabolic process in the vacuole","YBR286W","biological_process"
"protein catabolic process in the vacuole","YDR028C","biological_process"
"protein catabolic process in the vacuole","YEL060C","biological_process"
"protein catabolic process in the vacuole","YIL017C","biological_process"
"protein catabolic process in the vacuole","YLR373C","biological_process"
"protein catabolic process in the vacuole","YMR297W","biological_process"
"protein channel activity","YBR091C","molecular_function"
"protein channel activity","YDL217C","molecular_function"
"protein channel activity","YGR082W","molecular_function"
"protein channel activity","YHR117W","molecular_function"
"protein channel activity","YJL054W","molecular_function"
"protein channel activity","YJL143W","molecular_function"
"protein channel activity","YMR203W","molecular_function"
"protein channel activity","YNL026W","molecular_function"
"protein channel activity","YNL070W","molecular_function"
"protein channel activity","YNL121C","molecular_function"
"protein channel activity","YNL131W","molecular_function"
"protein channel activity","YNR017W","molecular_function"
"protein channel activity","YOR045W","molecular_function"
"protein channel activity","YOR297C","molecular_function"
"protein channel activity","YPL063W","molecular_function"
"protein-chromophore linkage","YOR386W","biological_process"
"protein complex","YFL037W","cellular_component"
"protein complex","YLR212C","cellular_component"
"protein complex assembly","YAL010C","biological_process"
"protein complex assembly","YBR037C","biological_process"
"protein complex assembly","YBR254C","biological_process"
"protein complex assembly","YDR328C","biological_process"
"protein complex assembly","YER017C","biological_process"
"protein complex assembly","YFL038C","biological_process"
"protein complex assembly","YGL066W","biological_process"
"protein complex assembly","YGL213C","biological_process"
"protein complex assembly","YGR106C","biological_process"
"protein complex assembly","YGR166W","biological_process"
"protein complex assembly","YML019W","biological_process"
"protein complex assembly","YMR089C","biological_process"
"protein complex assembly","YNL026W","biological_process"
"protein complex assembly","YNL315C","biological_process"
"protein complex assembly","YOR057W","biological_process"
"protein complex assembly","YOR085W","biological_process"
"protein complex assembly","YOR115C","biological_process"
"protein complex assembly","YOR145C","biological_process"
"protein complex assembly","YOR270C","biological_process"
"protein complex assembly","YPL132W","biological_process"
"protein complex assembly","YPR140W","biological_process"
"protein complex binding","YMR067C","molecular_function"
"protein complex localization","YDL007W","biological_process"
"protein complex localization","YOL082W","biological_process"
"protein complex oligomerization","YPL078C","biological_process"
"protein complex oligomerization","YPR020W","biological_process"
"protein complex scaffold","YBR200W","molecular_function"
"protein complex scaffold","YCR002C","molecular_function"
"protein complex scaffold","YDR138W","molecular_function"
"protein complex scaffold","YDR145W","molecular_function"
"protein complex scaffold","YDR167W","molecular_function"
"protein complex scaffold","YGR274C","molecular_function"
"protein complex scaffold","YHL030W","molecular_function"
"protein complex scaffold","YHR107C","molecular_function"
"protein complex scaffold","YLR423C","molecular_function"
"protein complex scaffold","YML029W","molecular_function"
"protein complex scaffold","YML062C","molecular_function"
"protein complex scaffold","YMR223W","molecular_function"
"protein complex scaffold","YMR224C","molecular_function"
"protein complex scaffold","YMR236W","molecular_function"
"protein complex scaffold","YOR007C","molecular_function"
"protein complex scaffold","YPR049C","molecular_function"
"protein C-terminal leucine carboxyl O-methyltransferase activity","YDR435C","molecular_function"
"protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase activity","YDR410C","molecular_function"
"protein C-terminus binding","YMR026C","molecular_function"
"protein-cysteine S-palmitoyltransferase activity","YDR264C","molecular_function"
"protein-cysteine S-palmitoyltransferase activity","YDR459C","molecular_function"
"protein-cysteine S-palmitoyltransferase activity","YNL326C","molecular_function"
"protein-cysteine S-palmitoyltransferase activity","YOL003C","molecular_function"
"protein-cysteine S-palmitoyltransferase activity","YOR034C","molecular_function"
"protein deacetylase activity","YPR068C","molecular_function"
"protein deacetylation","YDL042C","biological_process"
"protein deacetylation","YPL015C","biological_process"
"protein deacylation","YLR118C","biological_process"
"protein deglutathionylation","YGR209C","biological_process"
"protein deglutathionylation","YLR043C","biological_process"
"protein deglycosylation","YEL037C","biological_process"
"protein deglycosylation involved in glycoprotein catabolic process","YJR131W","biological_process"
"protein delipidation","YNL223W","biological_process"
"protein demethylation","YHR075C","biological_process"
"protein dephosphorylation","YAL009W","biological_process"
"protein dephosphorylation","YBL046W","biological_process"
"protein dephosphorylation","YBL056W","biological_process"
"protein dephosphorylation","YBR125C","biological_process"
"protein dephosphorylation","YBR276C","biological_process"
"protein dephosphorylation","YCR008W","biological_process"
"protein dephosphorylation","YDL006W","biological_process"
"protein dephosphorylation","YDL230W","biological_process"
"protein dephosphorylation","YDL236W","biological_process"
"protein dephosphorylation","YDR075W","biological_process"
"protein dephosphorylation","YDR481C","biological_process"
"protein dephosphorylation","YER075C","biological_process"
"protein dephosphorylation","YER089C","biological_process"
"protein dephosphorylation","YFR028C","biological_process"
"protein dephosphorylation","YGL190C","biological_process"
"protein dephosphorylation","YGR123C","biological_process"
"protein dephosphorylation","YHR004C","biological_process"
"protein dephosphorylation","YHR076W","biological_process"
"protein dephosphorylation","YIR026C","biological_process"
"protein dephosphorylation","YJL165C","biological_process"
"protein dephosphorylation","YLR361C","biological_process"
"protein dephosphorylation","YML016C","biological_process"
"protein dephosphorylation","YMR036C","biological_process"
"protein dephosphorylation","YNL032W","biological_process"
"protein dephosphorylation","YNL053W","biological_process"
"protein dephosphorylation","YNL201C","biological_process"
"protein dephosphorylation","YNR032W","biological_process"
"protein dephosphorylation","YOR014W","biological_process"
"protein dephosphorylation","YOR208W","biological_process"
"protein dephosphorylation","YPL179W","biological_process"
"protein dephosphorylation","YPR073C","biological_process"
"protein destabilization","YPL042C","biological_process"
"protein desumoylation","YHR134W","biological_process"
"protein desumoylation","YIL031W","biological_process"
"protein desumoylation","YPL020C","biological_process"
"protein deubiquitination","YDL122W","biological_process"
"protein deubiquitination","YER144C","biological_process"
"protein deubiquitination","YER151C","biological_process"
"protein deubiquitination","YFL044C","biological_process"
"protein deubiquitination","YFR004W","biological_process"
"protein deubiquitination","YFR010W","biological_process"
"protein deubiquitination","YIL156W","biological_process"
"protein deubiquitination","YMR304W","biological_process"
"protein deubiquitination","YNL186W","biological_process"
"protein deubiquitination","YNR051C","biological_process"
"protein deubiquitination","YOR124C","biological_process"
"protein deubiquitination","YOR138C","biological_process"
"protein deubiquitination","YPL072W","biological_process"
"protein dimerization activity","YBL103C","molecular_function"
"protein dimerization activity","YBR182C","molecular_function"
"protein dimerization activity","YDR123C","molecular_function"
"protein dimerization activity","YDR158W","molecular_function"
"protein dimerization activity","YER069W","molecular_function"
"protein dimerization activity","YFR034C","molecular_function"
"protein dimerization activity","YIL021W","molecular_function"
"protein dimerization activity","YIR011C","molecular_function"
"protein dimerization activity","YJR060W","molecular_function"
"protein dimerization activity","YMR042W","molecular_function"
"protein dimerization activity","YMR043W","molecular_function"
"protein dimerization activity","YNL113W","molecular_function"
"protein dimerization activity","YOL005C","molecular_function"
"protein dimerization activity","YOL067C","molecular_function"
"protein dimerization activity","YOL108C","molecular_function"
"protein dimerization activity","YOR344C","molecular_function"
"protein dimerization activity","YPL089C","molecular_function"
"protein dimerization activity","YPR110C","molecular_function"
"protein disulfide isomerase activity","YCL043C","molecular_function"
"protein disulfide isomerase activity","YDR518W","molecular_function"
"protein disulfide isomerase activity","YIL005W","molecular_function"
"protein disulfide isomerase activity","YML130C","molecular_function"
"protein disulfide isomerase activity","YOL088C","molecular_function"
"protein disulfide isomerase activity","YOR288C","molecular_function"
"protein disulfide isomerase activity","YPR037C","molecular_function"
"protein disulfide oxidoreductase activity","YBR014C","molecular_function"
"protein disulfide oxidoreductase activity","YCL035C","molecular_function"
"protein disulfide oxidoreductase activity","YCL043C","molecular_function"
"protein disulfide oxidoreductase activity","YCR083W","molecular_function"
"protein disulfide oxidoreductase activity","YDL010W","molecular_function"
"protein disulfide oxidoreductase activity","YDR098C","molecular_function"
"protein disulfide oxidoreductase activity","YDR513W","molecular_function"
"protein disulfide oxidoreductase activity","YDR518W","molecular_function"
"protein disulfide oxidoreductase activity","YER174C","molecular_function"
"protein disulfide oxidoreductase activity","YGR209C","molecular_function"
"protein disulfide oxidoreductase activity","YLR043C","molecular_function"
"protein disulfide oxidoreductase activity","YLR364W","molecular_function"
"protein disulfide oxidoreductase activity","YOL088C","molecular_function"
"protein disulfide oxidoreductase activity","YOR288C","molecular_function"
"protein disulfide oxidoreductase activity","YPL059W","molecular_function"
"protein disulfide oxidoreductase activity","YPL156C","molecular_function"
"protein-disulfide reductase (glutathione) activity","YDR518W","molecular_function"
"protein-disulfide reductase (glutathione) activity","YIL005W","molecular_function"
"protein-disulfide reductase (glutathione) activity","YOR288C","molecular_function"
"protein-DNA complex assembly","YGL213C","biological_process"
"protein-DNA complex disassembly","YJL092W","biological_process"
"protein domain specific binding","YER177W","molecular_function"
"protein domain specific binding","YGL048C","molecular_function"
"protein domain specific binding","YJL104W","molecular_function"
"protein domain specific binding","YJL180C","molecular_function"
"protein domain specific binding","YNL251C","molecular_function"
"protein domain specific binding","YOR259C","molecular_function"
"protein exit from endoplasmic reticulum","YAL023C","biological_process"
"protein exit from endoplasmic reticulum","YDL065C","biological_process"
"protein exit from endoplasmic reticulum","YDL095W","biological_process"
"protein exit from endoplasmic reticulum","YOL018C","biological_process"
"protein export from nucleus","YAR002W","biological_process"
"protein export from nucleus","YBR165W","biological_process"
"protein export from nucleus","YDR159W","biological_process"
"protein export from nucleus","YDR335W","biological_process"
"protein export from nucleus","YDR361C","biological_process"
"protein export from nucleus","YGL238W","biological_process"
"protein export from nucleus","YGL247W","biological_process"
"protein export from nucleus","YGR218W","biological_process"
"protein export from nucleus","YHR036W","biological_process"
"protein export from nucleus","YIL063C","biological_process"
"protein export from nucleus","YIL115C","biological_process"
"protein export from nucleus","YJL061W","biological_process"
"protein export from nucleus","YKL057C","biological_process"
"protein export from nucleus","YLR335W","biological_process"
"protein-FAD linkage","YOL071W","biological_process"
"protein farnesylation","YDL090C","biological_process"
"protein farnesylation","YKL019W","biological_process"
"protein farnesyltransferase activity","YDL090C","molecular_function"
"protein farnesyltransferase activity","YKL019W","molecular_function"
"protein farnesyltransferase complex","YDL090C","cellular_component"
"protein farnesyltransferase complex","YKL019W","cellular_component"
"protein folding","YAL053W","biological_process"
"protein folding","YAL058W","biological_process"
"protein folding","YBR072W","biological_process"
"protein folding","YBR155W","biological_process"
"protein folding","YBR169C","biological_process"
"protein folding","YBR227C","biological_process"
"protein folding","YCL043C","biological_process"
"protein folding","YCR060W","biological_process"
"protein folding","YCR069W","biological_process"
"protein folding","YDL143W","biological_process"
"protein folding","YDL212W","biological_process"
"protein folding","YDR155C","biological_process"
"protein folding","YDR183W","biological_process"
"protein folding","YDR188W","biological_process"
"protein folding","YDR212W","biological_process"
"protein folding","YDR214W","biological_process"
"protein folding","YDR304C","biological_process"
"protein folding","YDR518W","biological_process"
"protein folding","YDR519W","biological_process"
"protein folding","YER007W","biological_process"
"protein folding","YER048C","biological_process"
"protein folding","YER103W","biological_process"
"protein folding","YFL016C","biological_process"
"protein folding","YFR041C","biological_process"
"protein folding","YGL018C","biological_process"
"protein folding","YGR078C","biological_process"
"protein folding","YGR132C","biological_process"
"protein folding","YGR142W","biological_process"
"protein folding","YGR231C","biological_process"
"protein folding","YGR285C","biological_process"
"protein folding","YHR034C","biological_process"
"protein folding","YHR057C","biological_process"
"protein folding","YHR142W","biological_process"
"protein folding","YIL005W","biological_process"
"protein folding","YIL016W","biological_process"
"protein folding","YIL142W","biological_process"
"protein folding","YJL008C","biological_process"
"protein folding","YJL014W","biological_process"
"protein folding","YJL111W","biological_process"
"protein folding","YJL179W","biological_process"
"protein folding","YJR032W","biological_process"
"protein folding","YJR045C","biological_process"
"protein folding","YJR064W","biological_process"
"protein folding","YKL117W","biological_process"
"protein folding","YKL195W","biological_process"
"protein folding","YLR090W","biological_process"
"protein folding","YLR200W","biological_process"
"protein folding","YLR259C","biological_process"
"protein folding","YLR449W","biological_process"
"protein folding","YML028W","biological_process"
"protein folding","YML048W","biological_process"
"protein folding","YML074C","biological_process"
"protein folding","YMR138W","biological_process"
"protein folding","YMR200W","biological_process"
"protein folding","YMR214W","biological_process"
"protein folding","YNL007C","biological_process"
"protein folding","YNL064C","biological_process"
"protein folding","YNL077W","biological_process"
"protein folding","YNL135C","biological_process"
"protein folding","YNL148C","biological_process"
"protein folding","YNL153C","biological_process"
"protein folding","YNL281W","biological_process"
"protein folding","YNL310C","biological_process"
"protein folding","YNR028W","biological_process"
"protein folding","YOL088C","biological_process"
"protein folding","YOR020C","biological_process"
"protein folding","YOR027W","biological_process"
"protein folding","YOR232W","biological_process"
"protein folding","YOR281C","biological_process"
"protein folding","YOR288C","biological_process"
"protein folding","YOR349W","biological_process"
"protein folding","YPL064C","biological_process"
"protein folding","YPL106C","biological_process"
"protein folding","YPL221W","biological_process"
"protein folding","YPR024W","biological_process"
"protein folding","YPR158W","biological_process"
"protein folding in endoplasmic reticulum","YIL027C","biological_process"
"protein folding in endoplasmic reticulum","YJL073W","biological_process"
"protein folding in endoplasmic reticulum","YJR051W","biological_process"
"protein folding in endoplasmic reticulum","YLL026W","biological_process"
"protein folding in endoplasmic reticulum","YML130C","biological_process"
"protein folding in endoplasmic reticulum","YMR214W","biological_process"
"protein geranylgeranylation","YGL155W","biological_process"
"protein geranylgeranylation","YKL019W","biological_process"
"protein geranylgeranylation","YOR370C","biological_process"
"protein geranylgeranylation","YPR176C","biological_process"
"protein geranylgeranyltransferase activity","YGL155W","molecular_function"
"protein geranylgeranyltransferase activity","YKL019W","molecular_function"
"protein glutathionylation","YCL035C","biological_process"
"protein glutathionylation","YPL091W","biological_process"
"protein glycosylation","YAL023C","biological_process"
"protein glycosylation","YBL082C","biological_process"
"protein glycosylation","YBR002C","biological_process"
"protein glycosylation","YBR015C","biological_process"
"protein glycosylation","YBR110W","biological_process"
"protein glycosylation","YBR199W","biological_process"
"protein glycosylation","YBR205W","biological_process"
"protein glycosylation","YBR243C","biological_process"
"protein glycosylation","YDL055C","biological_process"
"protein glycosylation","YDL093W","biological_process"
"protein glycosylation","YDL095W","biological_process"
"protein glycosylation","YDL193W","biological_process"
"protein glycosylation","YDL232W","biological_process"
"protein glycosylation","YDR414C","biological_process"
"protein glycosylation","YDR483W","biological_process"
"protein glycosylation","YEL002C","biological_process"
"protein glycosylation","YEL042W","biological_process"
"protein glycosylation","YER001W","biological_process"
"protein glycosylation","YER005W","biological_process"
"protein glycosylation","YGL022W","biological_process"
"protein glycosylation","YGL065C","biological_process"
"protein glycosylation","YGL257C","biological_process"
"protein glycosylation","YGR036C","biological_process"
"protein glycosylation","YGR199W","biological_process"
"protein glycosylation","YGR227W","biological_process"
"protein glycosylation","YHR181W","biological_process"
"protein glycosylation","YIL014W","biological_process"
"protein glycosylation","YIL049W","biological_process"
"protein glycosylation","YJL002C","biological_process"
"protein glycosylation","YJL139C","biological_process"
"protein glycosylation","YJL183W","biological_process"
"protein glycosylation","YJL186W","biological_process"
"protein glycosylation","YJR143C","biological_process"
"protein glycosylation","YKR061W","biological_process"
"protein glycosylation","YML019W","biological_process"
"protein glycosylation","YMR013C","biological_process"
"protein glycosylation","YMR149W","biological_process"
"protein glycosylation","YNL029C","biological_process"
"protein glycosylation","YNL048W","biological_process"
